code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""readcode""	""clinicalevents""	""immunisationevents""	""referralevents""	""testevents""	""term""	""databaserelease""	""period""",
"""55225""",UNKNOWN,true,"""L32z.00""	20	0	0	0	""prolonged labour nos""	""February 2009""	""postnatal""",
"""101354""",UNKNOWN,true,"""L244311""	2	0	0	0	""cystocele complicating antenatal care - baby not delivered""	""January 2011""	""early pregnancy""",
"""99363""",UNKNOWN,true,"""L412611""	13	0	0	0	""thombophlebitis of legs in the puerperium""	""May 2010""	""postnatal""",
"""23348""",UNKNOWN,true,"""L37z.00""	80	0	8	0	""retained placenta or membranes with no haemorrhage nos""	""February 2009""	""late pregnancy""",
"""108134""",UNKNOWN,true,"""L37..12""	3	0	0	0	""retained placenta without haemorrhage""	""June 2014""	""late pregnancy""",
"""71162""",UNKNOWN,true,"""L16y100""	23	0	0	0	""other pregnancy complication - delivered""	""February 2009""	""unspecified""",
"""102635""",UNKNOWN,true,"""8Cg..00""	107	0	0	0	""pregnancy termination care""	""July 2011""	""unspecified""",
"""104806""",UNKNOWN,true,"""L463100""	1	0	0	0	""other breast disorder in pregnancy/puerperium/lact - deliv""	""August 2012""	""postnatal""",
"""41036""",UNKNOWN,true,"""7M35000""	16	0	0	0	""gas and air analgesia in labour""	""February 2009""	""postnatal""",
"""26698""",UNKNOWN,true,"""27Z..00""	1029	0	2	0	""obstetric examination nos""	""February 2009""	""unspecified""",
"""113741""",UNKNOWN,true,"""L184z00""	1	0	0	0	""mental disorder during pregnancy/childbirth/puerperium nos""	""May 2019""	""postnatal""",
"""18810""",UNKNOWN,true,"""62X..00""	43178	0	12	7	""length of gestation""	""February 2009""	""unspecified""",
"""43760""",UNKNOWN,true,"""7F1Az00""	127	0	0	0	""other method of delivery nos""	""February 2009""	""postnatal""",
"""66837""",UNKNOWN,true,"""L360z00""	47	0	0	0	""third-stage postpartum haemorrhage nos""	""February 2009""	""postnatal""",
"""63825""",UNKNOWN,true,"""Q014.00""	28	0	1	0	""fetus or neonate affected by ectopic pregnancy""	""February 2009""	""unspecified""",
"""72835""",UNKNOWN,true,"""Q01z.00""	14	0	0	0	""fetus/neonate affected by maternal complic pregnancy nos""	""February 2009""	""unspecified""",
"""114671""",UNKNOWN,true,"""L165000""	1	0	0	0	""asymptomatic bacteriuria in pregnancy unspecified""	""February 2020""	""unspecified""",
"""113919""",UNKNOWN,true,"""64i..00""	27	0	0	0	""centile age adjustment for gestational age""	""July 2019""	""unspecified""",
"""39611""",UNKNOWN,true,"""62GE.00""	5	0	1	1462	""antenatal ultrasound scan at 22-40 weeks""	""February 2009""	""40""",
"""111849""",UNKNOWN,true,"""Lyu2000""	5	0	0	0	""[x]other haemorrhage in early pregnancy""	""May 2017""	""unspecified""",
"""104405""",UNKNOWN,true,"""Z256100""	1	0	0	0	""normal length of third stage of labour""	""June 2012""	""postnatal""",
"""69285""",UNKNOWN,true,"""L35y200""	1	0	0	0	""other obstetric trauma - delivered with postnatal problem""	""February 2009""	""postnatal""",
"""71720""",UNKNOWN,true,"""L350z00""	12	0	0	0	""rupture of uterus before labour nos""	""February 2009""	""postnatal""",
"""39866""",UNKNOWN,true,"""7F1A200""	1	0	0	0	""cleidotomy of fetus to facilitate delivery""	""February 2009""	""postnatal""",
"""106817""",UNKNOWN,true,"""4H4Z.00""	0	0	0	3	""amniotic fluid chemistry nos""	""August 2013""	""late pregnancy""",
"""99008""",UNKNOWN,true,"""Q014300""	12	0	0	0	""fetus or neonate affected by tubal ectopic pregnancy""	""April 2010""	""unspecified""",
"""63319""",UNKNOWN,true,"""L096.11""	2	0	0	0	""embolus following abortive pregnancy""	""February 2009""	""unspecified""",
"""98499""",UNKNOWN,true,"""L25z300""	2	0	0	0	""maternal care for suspect fetal abnormal and damage, unspec""	""February 2010""	""unspecified""",
"""113319""",UNKNOWN,true,"""L284200""	3	0	0	0	""amniotic cavity infection with antenatal problem""	""February 2019""	""early pregnancy""",
"""113599""",UNKNOWN,true,"""L432000""	1	0	0	0	""obstetric blood-clot pulmonary embolism unspecified""	""April 2019""	""unspecified""",
"""102745""",UNKNOWN,true,"""L362100""	4	0	0	0	""secondary postpartum haemorrhage - deliv with postnatal prob""	""August 2011""	""postnatal""",
"""110868""",UNKNOWN,true,"""L181000""	2	0	0	0	""thyroid dysfunction - unspec whether in pregnancy/puerperium""	""June 2016""	""postnatal""",
"""40169""",UNKNOWN,true,"""44CV.00""	0	0	0	100	""serum alkaline phosphatase placental enzyme level""	""February 2009""	""late pregnancy""",
"""40597""",UNKNOWN,true,"""ZV28y00""	779	0	2	6	""[v]other specified antenatal screening""	""February 2009""	""early pregnancy""",
"""72772""",UNKNOWN,true,"""L28z.00""	4	0	0	0	""amniotic cavity and membrane problems nos""	""February 2009""	""late pregnancy""",
"""66649""",UNKNOWN,true,"""L41z500""	14	0	0	0	""venous complication of pregnancy, unspecified""	""February 2009""	""unspecified""",
"""60124""",UNKNOWN,true,"""Z243411""	2	0	0	0	""rapid progress in first stage of labour""	""February 2009""	""postnatal""",
"""94527""",UNKNOWN,true,"""L16y400""	4	0	0	0	""other pregnancy complication with postnatal complication""	""February 2009""	""postnatal""",
"""30805""",UNKNOWN,true,"""L34y000""	10	0	0	0	""other vulval/perineal trauma during delivery, unspecified""	""February 2009""	""postnatal""",
"""42880""",UNKNOWN,true,"""7E0B000""	34	0	0	0	""intraamniotic injection of prostaglandin""	""February 2009""	""late pregnancy""",
"""114146""",UNKNOWN,true,"""4H52.00""	0	0	0	1	""amniotic fluid afp equivocal""	""August 2019""	""late pregnancy""",
"""11530""",UNKNOWN,true,"""Z254900""	11923	0	5	0	""vaginal delivery""	""February 2009""	""postnatal""",
"""67489""",UNKNOWN,true,"""L34z000""	5	0	0	0	""vulval/perineal trauma during delivery nos unspec""	""February 2009""	""postnatal""",
"""69500""",UNKNOWN,true,"""L114100""	6	0	0	0	""antepartum haemorrhage with trauma - delivered""	""February 2009""	""late pregnancy""",
"""108094""",UNKNOWN,true,"""L394000""	1	0	0	0	""other complications of obstetric procedures unspecified""	""June 2014""	""unspecified""",
"""103104""",UNKNOWN,true,"""L176300""	2	0	0	0	""other maternal viral dis.in pregnancy-baby not yet delivered""	""October 2011""	""unspecified""",
"""109932""",UNKNOWN,true,"""Z235211""	2	0	0	0	""globular pregnant abdomen""	""July 2015""	""early pregnancy""",
"""68004""",UNKNOWN,true,"""Q01..00""	33	0	0	0	""fetus/neonate affected by maternal complication of pregnancy""	""February 2009""	""unspecified""",
"""27201""",UNKNOWN,true,"""444..00""	4	0	1	489	""feto/placental hormones""	""February 2009""	""late pregnancy""",
"""4638""",UNKNOWN,true,"""7F13.00""	47206	0	614	1	""other caesarean delivery""	""February 2009""	""postnatal""",
"""52299""",UNKNOWN,true,"""Q007200""	29	0	0	0	""fetus/neonate affected by placental/breast transfer narcotic""	""February 2009""	""late pregnancy""",
"""20240""",UNKNOWN,true,"""6216.00""	7643	0	912	1	""pregnant - planned""	""February 2009""	""early pregnancy""",
"""40744""",UNKNOWN,true,"""Z254A00""	81	0	4	0	""abnormal delivery""	""February 2009""	""postnatal""",
"""25157""",UNKNOWN,true,"""L142100""	508	0	0	0	""early onset of delivery - delivered""	""February 2009""	""postnatal""",
"""9170""",UNKNOWN,true,"""L12..00""	11619	0	143	0	""hypertension complicating pregnancy/childbirth/puerperium""	""February 2009""	""postnatal""",
"""70557""",UNKNOWN,true,"""L110000""	19	0	0	0	""placenta praevia without haemorrhage unspecified""	""February 2009""	""late pregnancy""",
"""73432""",UNKNOWN,true,"""L18z100""	3	0	0	0	""medical condition nos during pregnancy - baby delivered""	""February 2009""	""unspecified""",
"""17704""",UNKNOWN,true,"""L395.13""	270	0	1	0	""simpson's forceps delivery""	""February 2009""	""postnatal""",
"""39573""",UNKNOWN,true,"""Z265900""	8	0	0	0	""umbilical cord not around baby's neck at delivery""	""February 2009""	""postnatal""",
"""62508""",UNKNOWN,true,"""ZV24000""	34	0	0	0	""[v]examination immediately after delivery""	""February 2009""	""postnatal""",
"""104466""",UNKNOWN,true,"""L179.00""	5	0	0	0	""hiv disease complicating pregnancy childbirth puerperium""	""July 2012""	""postnatal""",
"""54734""",UNKNOWN,true,"""L28z200""	2	0	0	0	""amniotic cavity and membrane problem nos with a/n problem""	""February 2009""	""late pregnancy""",
"""2923""",UNKNOWN,true,"""62T1.00""	10543	0	485	0	""puerperal depression""	""February 2009""	""postnatal""",
"""68169""",UNKNOWN,true,"""Q021.00""	5	0	0	0	""fetus/neonate affect other placental separation/haemorrhage""	""February 2009""	""late pregnancy""",
"""37055""",UNKNOWN,true,"""Q035500""	14	0	0	0	""fetus/neonate affected by maternal pethidine in labour/deliv""	""February 2009""	""postnatal""",
"""96222""",UNKNOWN,true,"""L25z400""	1	0	1	0	""maternal care for fetal abnormality and damage, unspecified""	""April 2009""	""unspecified""",
"""7916""",UNKNOWN,true,"""Z254500""	3327	0	3	0	""delivered by caesarean section - pregnancy at term""	""February 2009""	""unspecified""",
"""114802""",UNKNOWN,true,"""L38z.00""	2	0	0	0	""obstetric anaesthetic complications nos""	""April 2020""	""unspecified""",
"""93644""",UNKNOWN,true,"""L293100""	1	0	0	0	""septicaemia during labour - delivered""	""February 2009""	""postnatal""",
"""21119""",UNKNOWN,true,"""L182300""	2448	0	4	0	""anaemia during pregnancy - baby not yet delivered""	""February 2009""	""unspecified""",
"""112698""",UNKNOWN,true,"""L403z00""	4	0	0	0	""puerperal septicaemia nos""	""May 2018""	""postnatal""",
"""61596""",UNKNOWN,true,"""Q017300""	3	0	0	0	""fetus or neonate affected by oblique lie before labour""	""February 2009""	""postnatal""",
"""9408""",UNKNOWN,true,"""L10y.11""	29461	0	2761	0	""bleeding in early pregnancy""	""February 2009""	""unspecified""",
"""111075""",UNKNOWN,true,"""Qyu1200""	2	0	0	0	""[x]other 'heavy for gestational age' infants""	""July 2016""	""unspecified""",
"""55761""",UNKNOWN,true,"""Q021500""	9	0	0	0	""fetus or neonate affected by premature placental separation""	""February 2009""	""late pregnancy""",
"""112607""",UNKNOWN,true,"""6762.00""	16	0	0	0	""education about thyroid disease in pregnancy""	""April 2018""	""unspecified""",
"""47197""",UNKNOWN,true,"""L410400""	9	0	3	0	""varicose veins of legs in pregnancy/puerperium + p/n comp""	""February 2009""	""postnatal""",
"""64099""",UNKNOWN,true,"""L168000""	6	0	0	0	""fatigue during pregnancy unspecified""	""February 2009""	""unspecified""",
"""54761""",UNKNOWN,true,"""L170.00""	115	0	3	2	""maternal syphilis in pregnancy/childbirth/puerperium""	""February 2009""	""postnatal""",
"""5033""",UNKNOWN,true,"""7F16100""	406	0	14	1	""high forceps cephalic delivery nec""	""February 2009""	""postnatal""",
"""10278""",UNKNOWN,true,"""L180800""	1152	0	5	0	""diabetes mellitus arising in pregnancy""	""February 2009""	""unspecified""",
"""26549""",UNKNOWN,true,"""62B1.00""	766	0	1	0	""delivery: no place booked""	""February 2009""	""postnatal""",
"""11589""",UNKNOWN,true,"""7F25100""	225	0	0	0	""fetal heart monitoring in labour""	""February 2009""	""postnatal""",
"""14278""",UNKNOWN,true,"""4H...00""	166	0	66	693	""amniotic fluid examination""	""February 2009""	""late pregnancy""",
"""86327""",UNKNOWN,true,"""7M0f000""	285	0	1	0	""over 20 weeks gestational age""	""February 2009""	""20""",
"""70046""",UNKNOWN,true,"""L2A4.00""	2	0	0	0	""abnormal radiological finding on antenatal screen of mother""	""February 2009""	""early pregnancy""",
"""58187""",UNKNOWN,true,"""Lyu4500""	0	0	0	0	""[x]obstructed labour due to other abnormalities of fetus""	""February 2009""	""postnatal""",
"""105047""",UNKNOWN,true,"""L2A2.00""	1	0	0	0	""abnormal cytological finding on antenatal screen of mother""	""October 2012""	""early pregnancy""",
"""7377""",UNKNOWN,true,"""Lyu6A00""	1458	0	12	0	""[x]infection of caesarean section wound following delivery""	""February 2009""	""postnatal""",
"""97485""",UNKNOWN,true,"""L403000""	2	0	0	0	""puerperal septicaemia unspecified""	""August 2009""	""postnatal""",
"""96678""",UNKNOWN,true,"""L33z200""	3	0	0	0	""umbilical cord complications nos with antenatal problem""	""April 2009""	""early pregnancy""",
"""63773""",UNKNOWN,true,"""L416100""	25	0	0	0	""haemorrhoids in pregnancy and the puerperium - delivered""	""February 2009""	""postnatal""",
"""2602""",UNKNOWN,true,"""L166.11""	453	0	9	0	""cystitis of pregnancy""	""February 2009""	""unspecified""",
"""13165""",UNKNOWN,true,"""621..00""	138246	0	6578	0	""patient currently pregnant""	""February 2009""	""early pregnancy""",
"""98872""",UNKNOWN,true,"""L188200""	1	0	0	0	""abnormal gtt in puerperium - baby delivered""	""April 2010""	""postnatal""",
"""112127""",UNKNOWN,true,"""L171400""	1	0	0	0	""maternal gonorrhoea in puerperium- baby previously delivered""	""September 2017""	""postnatal""",
"""9986""",UNKNOWN,true,"""Z212.11""	3211	0	123	0	""pregnancy care""	""February 2009""	""unspecified""",
"""66594""",UNKNOWN,true,"""L186.11""	1	0	0	0	""heart disease during pregnancy""	""February 2009""	""unspecified""",
"""19544""",UNKNOWN,true,"""62Q6.00""	17385	0	13	1	""postnatal care""	""February 2009""	""postnatal""",
"""50293""",UNKNOWN,true,"""7F1z.00""	261	0	1	0	""induction and delivery operations nos""	""February 2009""	""postnatal""",
"""112125""",UNKNOWN,true,"""L171100""	1	0	0	0	""maternal gonorrhoea during pregnancy - baby delivered""	""September 2017""	""unspecified""",
"""35158""",UNKNOWN,true,"""Z225.00""	3712	0	779	0	""normal pregnancy""	""February 2009""	""unspecified""",
"""71171""",UNKNOWN,true,"""L350000""	4	0	0	0	""rupture of uterus before labour unspecified""	""February 2009""	""postnatal""",
"""67862""",UNKNOWN,true,"""L39..00""	4727	0	0	0	""other complications of labour and delivery nec""	""February 2009""	""postnatal""",
"""40875""",UNKNOWN,true,"""L341200""	27	0	0	0	""second degree perineal tear during delivery with p/n prob""	""February 2009""	""postnatal""",
"""106163""",UNKNOWN,true,"""L38yz00""	2	0	0	0	""other complications of obstetric anaesthesia nos""	""May 2013""	""unspecified""",
"""106135""",UNKNOWN,true,"""Z244200""	3	0	0	0	""long duration of labour""	""May 2013""	""postnatal""",
"""72517""",UNKNOWN,true,"""L41z613""	10	0	0	0	""puerperal thrombosis nos""	""February 2009""	""postnatal""",
"""20098""",UNKNOWN,true,"""L412400""	76	0	3	0	""superficial thrombophlebitis in preg/puerperium + p/n comp""	""February 2009""	""postnatal""",
"""64626""",UNKNOWN,true,"""Z262E11""	3	0	0	0	""stale retroplacental clot""	""February 2009""	""late pregnancy""",
"""101499""",UNKNOWN,true,"""L246z12""	2	0	0	0	""stenosis of cervix in pregnancy/childbirth/puerperium nos""	""January 2011""	""postnatal""",
"""33255""",UNKNOWN,true,"""L246z11""	6	0	3	0	""polyp of cervix in pregnancy/childbirth/puerperium nos""	""February 2009""	""postnatal""",
"""48785""",UNKNOWN,true,"""63D1.00""	64	0	0	0	""placental weight""	""February 2009""	""late pregnancy""",
"""56542""",UNKNOWN,true,"""L240z11""	24	0	0	0	""bicornuate uterus in pregnancy, childbirth or puerperium nos""	""February 2009""	""postnatal""",
"""73403""",UNKNOWN,true,"""L131000""	11	0	0	0	""hyperemesis gravidarum with metabolic disturbance unsp""	""February 2009""	""early pregnancy""",
"""41016""",UNKNOWN,true,"""L247.11""	16	0	0	0	""septate vagina in pregnancy, childbirth and the puerperium""	""February 2009""	""postnatal""",
"""40262""",UNKNOWN,true,"""L247.13""	21	0	1	0	""vaginal abnormality in pregnancy/childbirth/puerperium""	""February 2009""	""postnatal""",
"""103781""",UNKNOWN,true,"""Z676.00""	3	0	0	0	""postnatal class""	""February 2012""	""postnatal""",
"""93800""",UNKNOWN,true,"""Z235100""	5	0	1	0	""ovoid pregnant abdomen""	""February 2009""	""early pregnancy""",
"""115326""",UNKNOWN,true,"""L181400""	1	0	0	0	""thyroid dysfunction in puerperium- baby previously delivered""	""January 2021""	""postnatal""",
"""15697""",UNKNOWN,true,"""L452000""	178	0	0	0	""obstetric nonpurulent mastitis unspecified""	""February 2009""	""unspecified""",
"""63277""",UNKNOWN,true,"""L393.00""	35	0	1	0	""acute renal failure following labour and delivery""	""February 2009""	""postnatal""",
"""6478""",UNKNOWN,true,"""L188.00""	169	0	0	7	""abnormal glucose tolerance test in pregnancy/childb/puerp""	""February 2009""	""unspecified""",
"""50089""",UNKNOWN,true,"""L452.11""	7	0	1	0	""lymphangitis of breast - obstetric""	""February 2009""	""unspecified""",
"""106454""",UNKNOWN,true,"""L370200""	5	0	0	0	""retained placenta with no haemorrhage with postnatal problem""	""June 2013""	""late pregnancy""",
"""73727""",UNKNOWN,true,"""L168z00""	5	0	0	0	""fatigue during pregnancy nos""	""February 2009""	""unspecified""",
"""55889""",UNKNOWN,true,"""L175300""	5	0	0	0	""maternal rubella during pregnancy - baby not yet delivered""	""February 2009""	""unspecified""",
"""15685""",UNKNOWN,true,"""L2A..00""	201	0	9	1	""abnormal findings on antenatal screening of mother""	""February 2009""	""early pregnancy""",
"""63870""",UNKNOWN,true,"""Lyu6300""	6	0	0	0	""[x]other venous complications in the puerperium""	""February 2009""	""postnatal""",
"""34670""",UNKNOWN,true,"""Q03z.00""	38	0	3	0	""fetus/neonate affected by complic labour/delivery nos""	""February 2009""	""postnatal""",
"""7517""",UNKNOWN,true,"""621C.00""	15147	0	2346	0	""unplanned pregnancy""	""February 2009""	""unspecified""",
"""16281""",UNKNOWN,true,"""L45z400""	183	0	0	0	""obstetric breast infection nos with postnatal complication""	""February 2009""	""postnatal""",
"""59910""",UNKNOWN,true,"""L17z.00""	4	0	0	0	""maternal infect/parasitic dis nos in pregnancy/childb/puerp""	""February 2009""	""unspecified""",
"""60924""",UNKNOWN,true,"""Z255711""	5	0	0	0	""no progress with delivery""	""February 2009""	""postnatal""",
"""106001""",UNKNOWN,true,"""L399.00""	2	0	0	0	""destructive operation for delivery""	""April 2013""	""postnatal""",
"""59739""",UNKNOWN,true,"""L450z00""	14	0	0	0	""obstetric nipple infection nos""	""February 2009""	""unspecified""",
"""35710""",UNKNOWN,true,"""L452z00""	225	0	0	0	""obstetric nonpurulent mastitis nos""	""February 2009""	""unspecified""",
"""64748""",UNKNOWN,true,"""L370z00""	27	0	0	0	""retained placenta with no haemorrhage nos""	""February 2009""	""late pregnancy""",
"""53908""",UNKNOWN,true,"""Lyu0000""	31	0	1	0	""[x]other ectopic pregnancy""	""February 2009""	""unspecified""",
"""2029""",UNKNOWN,true,"""62G..00""	6544	0	3337	287970	""antenatal ultrasound scan""	""February 2009""	""early pregnancy""",
"""32380""",UNKNOWN,true,"""L34..12""	97	0	11	0	""vulval delivery trauma""	""February 2009""	""postnatal""",
"""96614""",UNKNOWN,true,"""Q035100""	2	0	0	0	""fetus/neonate affected by mat analgesic agent in labour/del""	""April 2009""	""postnatal""",
"""3385""",UNKNOWN,true,"""L371.00""	135	0	19	0	""retained portion of placenta or membranes - no haemorrhage""	""February 2009""	""late pregnancy""",
"""5071""",UNKNOWN,true,"""62S..11""	458784	0	3054	23	""postnatal exam. - maternal""	""February 2009""	""postnatal""",
"""42661""",UNKNOWN,true,"""Q021011""	15	0	0	0	""fetus affected by aph - antepartum haemorrhage""	""February 2009""	""late pregnancy""",
"""94874""",UNKNOWN,true,"""Z244300""	1	0	0	0	""short duration of labour""	""February 2009""	""postnatal""",
"""69590""",UNKNOWN,true,"""L17y200""	1	0	0	0	""other mat.infect/parasit dis in puerperium - baby delivered""	""February 2009""	""postnatal""",
"""114238""",UNKNOWN,true,"""L450200""	1	0	0	0	""obstetric nipple infection - delivered with p/n complication""	""October 2019""	""unspecified""",
"""34173""",UNKNOWN,true,"""L12B.00""	280	0	15	10	""proteinuric hypertension of pregnancy""	""February 2009""	""unspecified""",
"""62052""",UNKNOWN,true,"""L092500""	21	0	0	0	""uterus damage following abortive pregnancy""	""February 2009""	""unspecified""",
"""56867""",UNKNOWN,true,"""L300300""	15	0	0	0	""obstructed labour due to breech presentation""	""February 2009""	""postnatal""",
"""23866""",UNKNOWN,true,"""7F1B100""	16	0	2	0	""symphysiotomy to facilitate delivery""	""February 2009""	""postnatal""",
"""3108""",UNKNOWN,true,"""7F1B000""	10963	0	345	12	""episiotomy to facilitate delivery""	""February 2009""	""postnatal""",
"""618""",UNKNOWN,true,"""L398400""	69924	0	256	0	""delivery by emergency caesarean section""	""February 2009""	""postnatal""",
"""63309""",UNKNOWN,true,"""Q037312""	1	0	0	0	""fetus/neonate affected by uterine dysfunction in labour/del""	""February 2009""	""postnatal""",
"""97836""",UNKNOWN,true,"""L242100""	1	0	0	0	""uterine operation scar in pregnancy/childbirth/puerp - deliv""	""October 2009""	""postnatal""",
"""61173""",UNKNOWN,true,"""7F23y00""	12	0	0	0	""other specified immediate repair of obstetric laceration""	""February 2009""	""unspecified""",
"""99889""",UNKNOWN,true,"""L16A200""	1	0	0	0	""glycosuria during pregnancy - delivered with p/n comp""	""June 2010""	""unspecified""",
"""98981""",UNKNOWN,true,"""L166400""	1	0	0	0	""genitourinary tract infection in pregnancy with p/n comp""	""April 2010""	""unspecified""",
"""2114""",UNKNOWN,true,"""E03y300""	2495	0	148	0	""unspecified puerperal psychosis""	""February 2009""	""postnatal""",
"""108039""",UNKNOWN,true,"""Z262200""	1	0	0	0	""large placenta""	""May 2014""	""late pregnancy""",
"""59601""",UNKNOWN,true,"""L462200""	2	0	0	0	""breast engorgement in pregnancy/puerp/lact - del + p/n comp""	""February 2009""	""unspecified""",
"""41421""",UNKNOWN,true,"""62Z..00""	824	0	3	0	""maternal care nos""	""February 2009""	""unspecified""",
"""15721""",UNKNOWN,true,"""L45y.00""	3	0	0	0	""other obstetric breast infections""	""February 2009""	""unspecified""",
"""16017""",UNKNOWN,true,"""L166100""	44	0	8	1	""genitourinary tract infection in pregnancy - delivered""	""February 2009""	""unspecified""",
"""31375""",UNKNOWN,true,"""7F23200""	163	0	4	0	""immed repair obstetric laceration vagina and floor of pelvis""	""February 2009""	""unspecified""",
"""15065""",UNKNOWN,true,"""8B7..11""	180	0	1	0	""pregnancy vitamin/iron prophyl""	""February 2009""	""unspecified""",
"""45439""",UNKNOWN,true,"""Lyu3900""	26	0	0	0	""[x]maternal care/oth spcf known or suspected fetal problems""	""February 2009""	""unspecified""",
"""66315""",UNKNOWN,true,"""Lyu5500""	10	0	0	0	""[x]other specified assisted single delivery""	""February 2009""	""postnatal""",
"""91101""",UNKNOWN,true,"""7M0fz00""	443	0	0	2	""gestational age nos""	""February 2009""	""unspecified""",
"""66817""",UNKNOWN,true,"""L431200""	2	0	0	0	""amniotic fluid pulm embolism - delivered + p/n complication""	""February 2009""	""late pregnancy""",
"""101566""",UNKNOWN,true,"""L45y100""	1	0	0	0	""other obstetric breast infection - delivered""	""January 2011""	""unspecified""",
"""109465""",UNKNOWN,true,"""L184300""	1	0	0	0	""mental disorder during pregnancy - baby not yet delivered""	""April 2015""	""unspecified""",
"""60655""",UNKNOWN,true,"""L128000""	1	0	2	0	""pre-exist hyperten heart dis compl preg childbth+puerperium""	""February 2009""	""postnatal""",
"""23791""",UNKNOWN,true,"""L38A.00""	22	0	0	0	""failed or difficult intubation during labour and delivery""	""February 2009""	""postnatal""",
"""99608""",UNKNOWN,true,"""7F1Bz00""	3	0	0	0	""other operation to facilitate delivery nos""	""June 2010""	""postnatal""",
"""2239""",UNKNOWN,true,"""L270100""	36	0	2	0	""polyhydramnios - delivered""	""February 2009""	""late pregnancy""",
"""10205""",UNKNOWN,true,"""ZG9..00""	3077	0	142	0	""advice relating to pregnancy and fertility""	""February 2009""	""unspecified""",
"""103154""",UNKNOWN,true,"""L321z00""	3	0	0	0	""prolonged labour nos""	""October 2011""	""postnatal""",
"""24038""",UNKNOWN,true,"""13S..00""	656	0	14	0	""pregnancy benefits""	""February 2009""	""unspecified""",
"""105500""",UNKNOWN,true,"""L41yz00""	1	0	0	0	""other venous complication of pregnancy and puerperium nos""	""December 2012""	""postnatal""",
"""99969""",UNKNOWN,true,"""L35z400""	2	0	0	0	""obstetric trauma nos with postnatal problem""	""June 2010""	""postnatal""",
"""41283""",UNKNOWN,true,"""L187.00""	8	0	2	0	""orthopaedic disorders in pregnancy/childbirth/puerperium""	""February 2009""	""postnatal""",
"""68029""",UNKNOWN,true,"""L111z00""	31	0	0	0	""placenta praevia with haemorrhage nos""	""February 2009""	""late pregnancy""",
"""47116""",UNKNOWN,true,"""7F28000""	30	0	0	0	""placental localisation scan""	""February 2009""	""late pregnancy""",
"""65243""",UNKNOWN,true,"""L141000""	4	0	0	0	""other threatened labour unspecified""	""February 2009""	""postnatal""",
"""60255""",UNKNOWN,true,"""L351z00""	15	0	0	0	""rupture of uterus during and after labour nos""	""February 2009""	""postnatal""",
"""98749""",UNKNOWN,true,"""7F1B400""	1	0	0	0	""incision of cervix to facilitate delivery""	""March 2010""	""postnatal""",
"""56834""",UNKNOWN,true,"""L27..00""	184	0	0	0	""polyhydramnios and hydramnios""	""February 2009""	""late pregnancy""",
"""4180""",UNKNOWN,true,"""62S7.00""	93313	0	1553	29	""postnatal examination normal""	""February 2009""	""postnatal""",
"""67333""",UNKNOWN,true,"""ZV27z00""	39	0	0	0	""[v]unspecified delivery outcome""	""February 2009""	""postnatal""",
"""40095""",UNKNOWN,true,"""L186500""	170	0	6	0	""cardiomyopathy in the puerperium""	""February 2009""	""postnatal""",
"""63379""",UNKNOWN,true,"""L183100""	5	0	0	0	""drug dependence during pregnancy - baby delivered""	""February 2009""	""unspecified""",
"""16215""",UNKNOWN,true,"""6211.00""	7205	0	60	3	""pregnant - urine test confirms""	""February 2009""	""early pregnancy""",
"""91193""",UNKNOWN,true,"""L284100""	2	0	0	0	""amniotic cavity infection - delivered""	""February 2009""	""late pregnancy""",
"""59171""",UNKNOWN,true,"""Q017400""	7	0	0	0	""fetus or neonate affected by transverse lie before labour""	""February 2009""	""postnatal""",
"""38871""",UNKNOWN,true,"""L246.00""	46	0	8	0	""other cervical abnormality in pregnancy/childbirth/puerp""	""February 2009""	""postnatal""",
"""35592""",UNKNOWN,true,"""6213.00""	179	0	1	0	""pregnant - v.e. confirms""	""February 2009""	""early pregnancy""",
"""73793""",UNKNOWN,true,"""Z262100""	3	0	0	0	""size of placenta""	""February 2009""	""late pregnancy""",
"""104979""",UNKNOWN,true,"""L354z00""	8	0	0	0	""obstetric high vaginal laceration nos""	""September 2012""	""unspecified""",
"""103787""",UNKNOWN,true,"""1514100""	3165	0	5	5	""estimated date of delivery by antenatal ultrasound scan""	""February 2012""	""early pregnancy""",
"""94444""",UNKNOWN,true,"""L352z00""	6	0	0	0	""obstetric inversion of uterus nos""	""February 2009""	""unspecified""",
"""25254""",UNKNOWN,true,"""Z21..00""	453	0	42	0	""care relating to reproduction and pregnancy""	""February 2009""	""unspecified""",
"""13587""",UNKNOWN,true,"""62RZ.00""	34632	0	3	0	""postnatal visit nos""	""February 2009""	""postnatal""",
"""23691""",UNKNOWN,true,"""L172.00""	113	0	0	0	""other venereal diseases in pregnancy/childbirth/puerperium""	""February 2009""	""postnatal""",
"""65331""",UNKNOWN,true,"""L34y200""	2	0	0	0	""other vulval/perineal trauma during delivery + p/n problem""	""February 2009""	""postnatal""",
"""85204""",UNKNOWN,true,"""L115100""	5	0	0	0	""antepartum haemorrhage with uterine leiomyoma - delivered""	""February 2009""	""late pregnancy""",
"""29692""",UNKNOWN,true,"""615C.11""	293	0	51	0	""pregnant, iud failure""	""February 2009""	""early pregnancy""",
"""30274""",UNKNOWN,true,"""L395200""	3146	0	3	0	""low forceps delivery""	""February 2009""	""postnatal""",
"""2382""",UNKNOWN,true,"""584Z.00""	4895	0	1829	9452	""u-s obstetric diagn. scan nos""	""February 2009""	""unspecified""",
