code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""productname""	""formulation""	""route""	""ingredient""	""strength""	""Antidiabetic""	""group""	""database""",
"""71477""",UNKNOWN,true,"""Glimepiride 1mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Oral tablet""	""Oral""	""Glimepiride""	""1mg""	""Glimepiride""	""Sulfonylureas""	""Gold""",
"""10258""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge""	""Hypodermic Needle""	NA	""Insulin""	""8mm/31gauge""	""Insulin""	""Insulin""	""Gold""",
"""71247""",UNKNOWN,true,"""PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Prosum Medical Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""6470""",UNKNOWN,true,"""Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)""	""Insulin Pen""	NA	""Insulin""	""3ml/2-42 units""	""Insulin""	""Insulin""	""Gold""",
"""83847""",UNKNOWN,true,"""Trulicity 4.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)""	""Solution for injection""	""Subcutaneous""	""Dulaglutide""	""9mg/1ml""	""Dulaglutide""	""GLP-1RAs""	""Gold""",
"""3550""",UNKNOWN,true,"""Mixtard 40 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)""	""Penfill""	""Subcutaneous Injection""	""Insulin""	""100iu/ml""	""Insulin""	""Insulin""	""Gold""",
"""14505""",UNKNOWN,true,"""Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""84627""",UNKNOWN,true,"""Metformin 1g modified-release tablets (Accord-UK Ltd)""	""Modified-release tablet""	""Oral""	""Metformin""	""1gram""	""Metformin""	""Metformin""	""Gold""",
"""71890""",UNKNOWN,true,"""Metformin 500mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd)""	""Oral solution""	""Oral""	""Metformin""	""100mg/1ml""	""Metformin""	""Metformin""	""Gold""",
"""57601""",UNKNOWN,true,"""Daonil 5mg tablets (Dowelhurst Ltd)""	""Oral tablet""	""Oral""	""Glibenclamide""	""5mg""	""Glibenclamide""	""Sulfonylureas""	""Gold""",
"""13474""",UNKNOWN,true,"""U100 Insulin syringe Sp.36 [2A] 1ml""	""Insulin Syringe""	NA	""Insulin""	""1ml""	""Insulin""	""Insulin""	""Gold""",
"""71476""",UNKNOWN,true,"""Glimepiride 2mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Oral tablet""	""Oral""	""Glimepiride""	""2mg""	""Glimepiride""	""Sulfonylureas""	""Gold""",
"""69852""",UNKNOWN,true,"""Microdot Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Cambridge Sensors Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""58801""",UNKNOWN,true,"""GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (GlucoRx Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""63679""",UNKNOWN,true,"""Hypurin soluble 100iu/ml Injection (C P Pharmaceuticals Ltd)""	""Injection""	""Intramuscular""	""Insulin""	""100iu/ml""	""Insulin""	""Insulin""	""Gold""",
"""5678""",UNKNOWN,true,"""Nateglinide 120mg tablets""	""Oral tablet""	""Oral""	""Nateglinide""	""120mg""	""Nateglinide""	""Other""	""Gold""",
"""78946""",UNKNOWN,true,"""Ertugliflozin 15mg tablets""	""Oral tablet""	""Oral""	""Ertugliflozin""	""15mg""	""Ertugliflozin""	""SGLT-2is""	""Gold""",
"""83608""",UNKNOWN,true,"""Metformin 500mg modified-release tablets (Consilient Health Ltd)""	""Modified-release tablet""	""Oral""	""Metformin""	""500mg""	""Metformin""	""Metformin""	""Gold""",
"""14646""",UNKNOWN,true,"""Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with not less than 12mm needle 0.33mm/29gauge""	""Insulin Syringe With 12Mm Needle(29G)""	NA	""Insulin""	""0.3ml""	""Insulin""	""Insulin""	""Gold""",
"""90536""",UNKNOWN,true,"""Mounjaro KwikPen 12.5mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd)""	""Solution for injection""	""Subcutaneous""	""Tirzepatide""	""20.833mg/1ml""	""Tirzepatide""	""GLP-1RAs""	""Gold""",
"""84232""",UNKNOWN,true,"""Forxiga 10mg tablets (Pharmaram Ltd)""	""Oral tablet""	""Oral""	""Dapagliflozin""	""10mg""	""Dapagliflozin""	""SGLT-2is""	""Gold""",
"""74824""",UNKNOWN,true,"""Actrapid 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)""	""Solution for injection""	""Intravenous/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""65083""",UNKNOWN,true,"""Synjardy 5mg/1000mg tablets (Boehringer Ingelheim Ltd)""	""Oral tablet""	""Oral""	""Empagliflozin/Metformin""	""5mg + 1gram""	""Empagliflozin/Metformin""	""SGLT-2is, Metformin""	""Gold""",
"""26098""",UNKNOWN,true,"""Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (C P Pharmaceuticals Ltd)""	""Solution for injection""	""Intramuscular/Intravenous/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""83875""",UNKNOWN,true,"""Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Subcutaneous""	""Lixisenatide/Insulin""	""100unit/1ml + 33microgram/1ml""	""Lixisenatide/Insulin""	""GLP-1RAs, Insulin""	""Gold""",
"""27969""",UNKNOWN,true,"""Glymese 250mg Tablet (DDSA Pharmaceuticals Ltd)""	""Oral tablet""	""Oral""	""Chlorpropamide""	""250mg""	""Chlorpropamide""	""Sulfonylureas""	""Gold""",
"""72163""",UNKNOWN,true,"""Pioglitazone 45mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Oral tablet""	""Oral""	""Pioglitazone""	""45mg""	""Pioglitazone""	""Other""	""Gold""",
"""5022""",UNKNOWN,true,"""NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge (Novo Nordisk Ltd)""	""Pen Needle""	NA	""Insulin""	""12mm/28gauge""	""Insulin""	""Insulin""	""Gold""",
"""15484""",UNKNOWN,true,"""Insulin isophane bovine 100units/ml suspension for injection 1.5ml cartridges""	""Suspension for injection""	""Intramuscular/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""87325""",UNKNOWN,true,"""Glucophage SR 1000mg tablets (Pilsco Ltd)""	""Modified-release tablet""	""Oral""	""Metformin""	""1gram""	""Metformin""	""Metformin""	""Gold""",
"""64258""",UNKNOWN,true,"""JuniorSTAR hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units Blue (Sanofi)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""57387""",UNKNOWN,true,"""Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""65587""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""18590""",UNKNOWN,true,"""Insulin isophane bovine 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Intramuscular/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""38400""",UNKNOWN,true,"""Glucophage SR 750mg tablets (Merck Serono Ltd)""	""Modified-release tablet""	""Oral""	""Metformin""	""750mg""	""Metformin""	""Metformin""	""Gold""",
"""74021""",UNKNOWN,true,"""Metformin 250mg/5ml oral solution""	""Oral solution""	""Oral""	""Metformin""	""50mg/1ml""	""Metformin""	""Metformin""	""Gold""",
"""12818""",UNKNOWN,true,"""Human Mixtard 50 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50unit/1ml + 50unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""58817""",UNKNOWN,true,"""GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (GlucoRx Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""17698""",UNKNOWN,true,"""Minodiab 5mg tablets (Pfizer Ltd)""	""Oral tablet""	""Oral""	""Glipizide""	""5mg""	""Glipizide""	""Sulfonylureas""	""Gold""",
"""48120""",UNKNOWN,true,"""Avandia 2mg Tablet (GlaxoSmithKline UK Ltd)""	""Tablet""	""Oral""	""Rosiglitazone""	""2mg""	""Rosiglitazone""	""Other""	""Gold""",
"""74734""",UNKNOWN,true,"""Metformin 850mg capsules""	""Oral capsule""	""Oral""	""Metformin""	""850mg""	""Metformin""	""Metformin""	""Gold""",
"""73303""",UNKNOWN,true,"""Metformin 500mg/5ml oral solution sugar free (Colonis Pharma Ltd)""	""Oral solution""	""Oral""	""Metformin""	""100mg/1ml""	""Metformin""	""Metformin""	""Gold""",
"""35701""",UNKNOWN,true,"""Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50unit/1ml + 50unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""10001""",UNKNOWN,true,"""Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50unit/1ml + 50unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""49451""",UNKNOWN,true,"""Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge (Ypsomed Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""7284""",UNKNOWN,true,"""Amaryl 2mg tablets (Zentiva Pharma UK Ltd)""	""Oral tablet""	""Oral""	""Glimepiride""	""2mg""	""Glimepiride""	""Sulfonylureas""	""Gold""",
"""21422""",UNKNOWN,true,"""Insulin isophane biphasic human 40/60 100units/ml suspension for injection 3ml cartridges""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""40unit/1ml + 60unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""69221""",UNKNOWN,true,"""Metformin 1g oral powder sachets sugar free (J M McGill Ltd)""	""Powder for oral solution""	""Oral""	""Metformin""	""1gram""	""Metformin""	""Metformin""	""Gold""",
"""90065""",UNKNOWN,true,"""Metformin 850mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)""	""Oral solution""	""Oral""	""Metformin""	""170mg/1ml""	""Metformin""	""Metformin""	""Gold""",
"""35253""",UNKNOWN,true,"""Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Sanofi)""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50unit/1ml + 50unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""7350""",UNKNOWN,true,"""Insulin isophane porcine 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Intramuscular/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""57451""",UNKNOWN,true,"""Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Cambridge Sensors Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""79955""",UNKNOWN,true,"""IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Arctic Medical Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""91306""",UNKNOWN,true,"""Sitagliptin 100mg tablets (Amarox Ltd)""	""Oral tablet""	""Oral""	""Sitagliptin""	""100mg""	""Sitagliptin""	""DPP-4is""	""Gold""",
"""34706""",UNKNOWN,true,"""Glibenclamide 2.5mg tablets (IVAX Pharmaceuticals UK Ltd)""	""Oral tablet""	""Oral""	""Glibenclamide""	""2.5mg""	""Glibenclamide""	""Sulfonylureas""	""Gold""",
"""31465""",UNKNOWN,true,"""Exubera 1mg inhalation powder blisters (Pfizer Ltd)""	""Inhalation powder""	""Inhalation""	""Insulin""	""1mg""	""Insulin""	""Insulin""	""Gold""",
"""45821""",UNKNOWN,true,"""Onglyza 2.5mg tablets (AstraZeneca UK Ltd)""	""Oral tablet""	""Oral""	""Saxagliptin""	""2.5mg""	""Saxagliptin""	""DPP-4is""	""Gold""",
"""73068""",UNKNOWN,true,"""GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Neon Diagnostics Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""66399""",UNKNOWN,true,"""Glimepiride 2mg tablets (A A H Pharmaceuticals Ltd)""	""Oral tablet""	""Oral""	""Glimepiride""	""2mg""	""Glimepiride""	""Sulfonylureas""	""Gold""",
"""73676""",UNKNOWN,true,"""GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Neon Diagnostics Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""7062""",UNKNOWN,true,"""Myjector hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.4mm/27gauge (Terumo UK Ltd)""	""Insulin Syringe With 12Mm Needle(27G)""	NA	""Insulin""	""1ml/U100""	""Insulin""	""Insulin""	""Gold""",
"""5850""",UNKNOWN,true,"""Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge (Ypsomed Ltd)""	""Pen Needle""	NA	""Insulin""	""6mm/31gauge""	""Insulin""	""Insulin""	""Gold""",
"""28442""",UNKNOWN,true,"""Insulin glulisine 100unit/ml Solution for injection""	""Solution For Injection""	""Intramuscular""	""Insulin""	""100unit/ml""	""Insulin""	""Insulin""	""Gold""",
"""55521""",UNKNOWN,true,"""Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Spirit Healthcare Ltd)""	""Suppository""	""Rectal""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""16209""",UNKNOWN,true,"""INSULIN HYPURIN SOLUBLE 100 I/U INJ""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""26498""",UNKNOWN,true,"""Insulin zinc suspension mixed bovine and porcine 100unit/ml Injection""	""Injection""	""Intramuscular""	""Insulin""	""100unit/ml""	""Insulin""	""Insulin""	""Gold""",
"""25479""",UNKNOWN,true,"""Insulin soluble porcine 100units/ml solution for injection 3ml cartridges""	""Solution for injection""	""Intravenous/Intramuscular/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""59533""",UNKNOWN,true,"""NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""42954""",UNKNOWN,true,"""Insulin isophane biphasic human 25/75 100units/ml suspension for injection 5ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""25unit/1ml + 75unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""67267""",UNKNOWN,true,"""Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)""	""Suspension for injection""	""Intramuscular/Subcutaneous""	""Insulin""	""70unit/1ml + 30unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""68896""",UNKNOWN,true,"""Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge (Terumo UK Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""11245""",UNKNOWN,true,"""B-d u-100 0.3ml Insulin syringe (Becton, Dickinson UK Ltd)""	""Insulin Syringe""	NA	""Insulin""	""0.3ml""	""Insulin""	""Insulin""	""Gold""",
"""41559""",UNKNOWN,true,"""Glibenclamide 5mg tablets (A A H Pharmaceuticals Ltd)""	""Oral tablet""	""Oral""	""Glibenclamide""	""5mg""	""Glibenclamide""	""Sulfonylureas""	""Gold""",
"""62605""",UNKNOWN,true,"""Metformin 850mg tablets (Kent Pharma (UK) Ltd)""	""Oral tablet""	""Oral""	""Metformin""	""850mg""	""Metformin""	""Metformin""	""Gold""",
"""52442""",UNKNOWN,true,"""Metformin 500mg tablets (Pfizer Ltd)""	""Oral tablet""	""Oral""	""Metformin""	""500mg""	""Metformin""	""Metformin""	""Gold""",
"""86727""",UNKNOWN,true,"""Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (Mediq Healthcare UK Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""10259""",UNKNOWN,true,"""Insulin glargine 100units/ml solution for injection 10ml vials""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""41898""",UNKNOWN,true,"""GLIBENCLAMIDE""	NA	NA	""Glibenclamide""	NA	""Glibenclamide""	""Sulfonylureas""	""Gold""",
"""21110""",UNKNOWN,true,"""Insulin biphasic isophane human prb 50:50; 100 units/ml Injection""	""Injection""	""Intramuscular""	""Insulin""	""50:50; 100 units/ml""	""Insulin""	""Insulin""	""Gold""",
"""7267""",UNKNOWN,true,"""NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""30unit/1ml + 70unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""39086""",UNKNOWN,true,"""Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50unit/1ml + 50unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""86376""",UNKNOWN,true,"""NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Red (Novo Nordisk Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""57830""",UNKNOWN,true,"""Gliclazide 30mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)""	""Modified-release tablet""	""Oral""	""Gliclazide""	""30mg""	""Gliclazide""	""Sulfonylureas""	""Gold""",
"""57243""",UNKNOWN,true,"""Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge (B.Braun Medical Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""78392""",UNKNOWN,true,"""Metformin 850mg tablets (Zentiva Pharma UK Ltd)""	""Oral tablet""	""Oral""	""Metformin""	""850mg""	""Metformin""	""Metformin""	""Gold""",
"""22161""",UNKNOWN,true,"""INSULIN HUMULIN M1 VIAL""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""75651""",UNKNOWN,true,"""4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Nipro Diagnostics (UK) Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""74479""",UNKNOWN,true,"""Insulin lispro 100units/ml solution for injection 3ml pre-filled pen (Sanofi)""	""Solution for injection""	""Intravenous/Intramuscular/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""86016""",UNKNOWN,true,"""HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (HTL-STREFA S.A.)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""62899""",UNKNOWN,true,"""Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)""	""Solution for injection""	""Subcutaneous""	""Liraglutide/Insulin""	""100unit/1ml + 3.6mg/1ml""	""Liraglutide/Insulin""	""GLP-1RAs, Insulin""	""Gold""",
"""63421""",UNKNOWN,true,"""Pioglitazone 30mg tablets (Teva UK Ltd)""	""Oral tablet""	""Oral""	""Pioglitazone""	""30mg""	""Pioglitazone""	""Other""	""Gold""",
"""8376""",UNKNOWN,true,"""INSULIN ISOPHANE 100 I/U""	NA	NA	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""82890""",UNKNOWN,true,"""Metformin 850mg tablets (Milpharm Ltd)""	""Oral tablet""	""Oral""	""Metformin""	""850mg""	""Metformin""	""Metformin""	""Gold""",
"""69715""",UNKNOWN,true,"""Fiasp 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)""	""Solution for injection""	""Intravenous/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""71487""",UNKNOWN,true,"""BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Becton, Dickinson UK Ltd)""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""77291""",UNKNOWN,true,"""Gliclazide 80mg tablets (Kent Pharma (UK) Ltd)""	""Oral tablet""	""Oral""	""Gliclazide""	""80mg""	""Gliclazide""	""Sulfonylureas""	""Gold""",
"""13819""",UNKNOWN,true,"""Hypurin Porcine Isophane 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd)""	""Suspension for injection""	""Intramuscular/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""18931""",UNKNOWN,true,"""Insulin zinc crystalline human 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""63107""",UNKNOWN,true,"""Pioglitazone 45mg tablets (Waymade Healthcare Plc)""	""Oral tablet""	""Oral""	""Pioglitazone""	""45mg""	""Pioglitazone""	""Other""	""Gold""",
"""18208""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge""	""Hypodermic Needle""	NA	""Insulin""	""10mm/29gauge""	""Insulin""	""Insulin""	""Gold""",
"""86083""",UNKNOWN,true,"""Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd)""	""Suppository""	""Rectal""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""11321""",UNKNOWN,true,"""NovoNorm 1mg tablets (Novo Nordisk Ltd)""	""Oral tablet""	""Oral""	""Repaglinide""	""1mg""	""Repaglinide""	""Other""	""Gold""",
"""71430""",UNKNOWN,true,"""Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""25unit/1ml + 75unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""60750""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""68289""",UNKNOWN,true,"""Glimepiride 4mg tablets (Waymade Healthcare Plc)""	""Oral tablet""	""Oral""	""Glimepiride""	""4mg""	""Glimepiride""	""Sulfonylureas""	""Gold""",
"""76533""",UNKNOWN,true,"""Insulin lispro Sanofi 100units/ml solution for injection 10ml vials (Sanofi)""	""Solution for injection""	""Intravenous/Intramuscular/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""71020""",UNKNOWN,true,"""Acarbose 50mg tablets (Actavis UK Ltd)""	""Oral tablet""	""Oral""	""Acarbose""	""50mg""	""Acarbose""	""Other""	""Gold""",
"""35081""",UNKNOWN,true,"""OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Grey (Sanofi)""	""Insulin Pen""	NA	""Insulin""	""3ml/1-80 units""	""Insulin""	""Insulin""	""Gold""",
"""63307""",UNKNOWN,true,"""Metformin 1g/5ml oral solution""	""Oral solution""	""Oral""	""Metformin""	""200mg/1ml""	""Metformin""	""Metformin""	""Gold""",
"""8118""",UNKNOWN,true,"""Humaject i 100iu/ml Pen (Eli Lilly and Company Ltd)""	""Pen""	""Subcutaneous Injection""	""Insulin""	""100iu/ml""	""Insulin""	""Insulin""	""Gold""",
"""54885""",UNKNOWN,true,"""Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""73285""",UNKNOWN,true,"""Metformin 500mg tablets (Waymade Healthcare Plc)""	""Oral tablet""	""Oral""	""Metformin""	""500mg""	""Metformin""	""Metformin""	""Gold""",
"""54265""",UNKNOWN,true,"""Dapagliflozin 5mg tablets""	""Oral tablet""	""Oral""	""Dapagliflozin""	""5mg""	""Dapagliflozin""	""SGLT-2is""	""Gold""",
"""50970""",UNKNOWN,true,"""Metformin 500mg tablets (Bristol Laboratories Ltd)""	""Oral tablet""	""Oral""	""Metformin""	""500mg""	""Metformin""	""Metformin""	""Gold""",
"""51107""",UNKNOWN,true,"""Hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units""	""Solution for injection""	""Intramuscular""	""Insulin""	NA	""Insulin""	""Insulin""	""Gold""",
"""43953""",UNKNOWN,true,"""Insulin lispro biphasic 25/75 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""75unit/1ml + 25unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""18461""",UNKNOWN,true,"""Insulin zinc mixed human 100units/ml suspension for injection 10ml vials""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""322""",UNKNOWN,true,"""Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd)""	""Solution for injection""	""Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""14362""",UNKNOWN,true,"""Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices""	""Solution for injection""	""Intravenous/Intramuscular/Subcutaneous""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""1842""",UNKNOWN,true,"""Pork velosulin 100unit/ml Injection (Novo Nordisk Ltd)""	""Solution for injection""	""Subcutaneous/Intravenous/Intramuscular""	""Insulin""	""100unit/1ml""	""Insulin""	""Insulin""	""Gold""",
"""13277""",UNKNOWN,true,"""Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)""	""Suspension for injection""	""Subcutaneous""	""Insulin""	""50unit/1ml + 50unit/1ml""	""Insulin""	""Insulin""	""Gold""",
